233,wells,0.0000053776
234,farms,0.0000053523
235,whats,0.0000053493
236,tests,0.0000053424
237,press,0.0000053195
238,based,0.0000053104
239,point,0.0000052934
240,goods,0.0000052873
241,silly,0.0000052749
242,nails,0.0000052633
243,bikes,0.0000052588
244,bless,0.0000052531
245,corps,0.0000052292
246,pipes,0.0000052154
247,wives,0.0000052010
248,cited,0.0000051967
249,leeds,0.0000051649
250,girls,0.0000051234
251,grass,0.0000051099
252,raise,0.0000050979
253,plate,0.0000050936
254,dated,0.0000050595
255,filed,0.0000050194
256,meant,0.0000049799
257,forms,0.0000049677
258,heads,0.0000049585
259,fairy,0.0000049456
260,terms,0.0000049340
261,false,0.0000049275
262,joins,0.0000048960
263,hints,0.0000048920
264,chess,0.0000048317
265,cause,0.0000048015
266,hands,0.0000047944
267,sound,0.0000047773
268,craps,0.0000047739
269,jeans,0.0000047736
270,dress,0.0000047596
271,brand,0.0000047435
272,bride,0.0000047393
273,party,0.0000047107
274,chile,0.0000046837
275,santa,0.0000046801
276,facts,0.0000046363
277,danny,0.0000046345
278,chase,0.0000046051
279,beast,0.0000045593
280,fence,0.0000045488
281,folks,0.0000045456
282,tuner,0.0000045325
283,satin,0.0000045311
284,taste,0.0000045131
285,wiley,0.0000045130
286,poems,0.0000045002
287,daily,0.0000044921
288,ranks,0.0000044335
289,boost,0.0000044327
290,dairy,0.0000044250
291,spots,0.0000044227
292,gives,0.0000044208
293,blade,0.0000044177
294,fleet,0.0000044174
295,forty,0.0000043722
296,price,0.0000043100
297,seven,0.0000043080
298,salon,0.0000042921
299,wired,0.0000042771
300,rated,0.0000042659
301,const,0.0000042491
302,shake,0.0000042472
303,berry,0.0000041981
304,candy,0.0000041928
305,names,0.0000041701
306,alone,0.0000041592
307,water,0.0000041543
308,peter,0.0000041474
309,nodes,0.0000041469
310,tracy,0.0000041424
311,cover,0.0000041336
312,alien,0.0000041131
313,butts,0.0000040826
314,brake,0.0000040811
315,sunny,0.0000040773
316,hopes,0.0000040708
317,state,0.0000040531
318,socks,0.0000040512
319,boobs,0.0000040432
320,terry,0.0000040367
321,place,0.0000040175
322,title,0.0000040133
323,rooms,0.0000040121
324,coach,0.0000040104
325,meter,0.0000040019
326,winds,0.0000040008
327,davis,0.0000040001
328,larry,0.0000039948
329,tract,0.0000039909
330,tubes,0.0000039462
331,shirt,0.0000039413
332,brain,0.0000039301
333,arise,0.0000039251
334,dealt,0.0000039163
335,worse,0.0000038972
336,works,0.0000038735
337,piece,0.0000038490
338,hills,0.0000038470
339,write,0.0000038347
340,shame,0.0000038225
341,close,0.0000038156
342,train,0.0000037789
343,count,0.0000037611
344,gross,0.0000037500
345,short,0.0000037360
346,hours,0.0000037294
347,holds,0.0000037083
348,dense,0.0000037066
349,laser,0.0000037062
350,ships,0.0000037039
351,diary,0.0000036964
352,glass,0.0000036875
353,phone,0.0000036839
354,colin,0.0000036815
355,fancy,0.0000036717
356,motel,0.0000036399
357,wrote,0.0000036350
358,penny,0.0000036289
359,loops,0.0000035940
360,booth,0.0000035932
361,james,0.0000035445
362,salem,0.0000035126
363,shops,0.0000035110
364,belly,0.0000035097
365,likes,0.0000035058
366,crops,0.0000035034
367,links,0.0000034673
368,pride,0.0000034634
369,firms,0.0000034614
370,tooth,0.0000034550
371,walks,0.0000034369
372,paste,0.0000034299
373,janet,0.0000034288
374,there,0.0000034265
375,trips,0.0000034222
376,daisy,0.0000034193
377,lists,0.0000034192
378,canal,0.0000033974
379,chose,0.0000033795
380,grace,0.0000033207
381,spare,0.0000033156
382,hired,0.0000033148
383,print,0.0000033126
384,stone,0.0000033096
385,route,0.0000032936
386,canon,0.0000032850
387,chart,0.0000032469
388,phase,0.0000032406
389,billy,0.0000032397
390,tasks,0.0000032221
391,blair,0.0000032207
392,genre,0.0000031978
393,creek,0.0000031931
394,coral,0.0000031909
395,menus,0.0000031784
396,camel,0.0000031709
397,court,0.0000031422
398,front,0.0000031401
399,those,0.0000031292
400,funds,0.0000031145
401,alice,0.0000031103
402,faced,0.0000031046
403,plant,0.0000030878
404,south,0.0000030860
405,spine,0.0000030725
406,merit,0.0000030680
407,ferry,0.0000030679
408,perry,0.0000030679
409,blogs,0.0000030433
410,least,0.0000030395
411,flags,0.0000030304
412,mouse,0.0000030260
413,horse,0.0000030203
414,shall,0.0000030092
415,allen,0.0000029991
416,solve,0.0000029970
417,broke,0.0000029950
418,whale,0.0000029876
419,faith,0.0000029845
420,tiger,0.0000029631
421,chair,0.0000029623
422,merry,0.0000029602
423,crime,0.0000029530
424,specs,0.0000029517
425,bruce,0.0000029489
426,trail,0.0000029463
427,blake,0.0000029451
428,learn,0.0000029377
429,bound,0.0000029341
430,minus,0.0000029339
431,hosts,0.0000029254
432,beach,0.0000029151
433,logos,0.0000029028
434,color,0.0000028853
435,treat,0.0000028765
436,broad,0.0000028642
437,worry,0.0000028521
438,films,0.0000028505
439,giant,0.0000028417
440,trend,0.0000028322
441,shape,0.0000028315
442,fatty,0.0000028264
443,space,0.0000028132
444,teach,0.0000028029
445,laden,0.0000027975
446,brian,0.0000027855
447,shoot,0.0000027737
448,timer,0.0000027656
449,store,0.0000027650
450,rally,0.0000027617
451,serve,0.0000027471
452,fixes,0.0000027450
453,blast,0.0000027278
454,green,0.0000027269
455,helen,0.0000027263
456,dirty,0.0000027257
457,forge,0.0000027223
458,cindy,0.0000027115
459,betty,0.0000027097
460,grams,0.0000027052
461,polar,0.0000026933
462,hairy,0.0000026897
463,frame,0.0000026841
464,moved,0.0000026811
465,derek,0.0000026770
466,large,0.0000026758
467,grade,0.0000026684
468,clips,0.0000026672
469,lover,0.0000026537
470,blame,0.0000026506
471,blind,0.0000026502
472,weeks,0.0000026486
473,these,0.0000026478
474,horny,0.0000026458
475,discs,0.0000026449
476,cable,0.0000026283
477,chain,0.0000026086
478,dover,0.0000026026
479,acres,0.0000025925
480,carol,0.0000025916
481,karen,0.0000025912
482,could,0.0000025841
483,cocks,0.0000025838
484,drain,0.0000025696
485,mount,0.0000025538
486,grant,0.0000025523
487,colon,0.0000025408
488,hayes,0.0000025393
489,loved,0.0000025348
490,manor,0.0000025330
491,reset,0.0000025318
492,blond,0.0000025121
493,mercy,0.0000025117
494,pearl,0.0000025106
495,speed,0.0000025059
496,array,0.0000025049
497,bunny,0.0000025042
498,alter,0.0000024814
499,hence,0.0000024739
500,ellis,0.0000024718
501,crude,0.0000024608
502,forth,0.0000024527
503,white,0.0000024510
504,sizes,0.0000024464
505,roger,0.0000024382
506,crest,0.0000024375
507,table,0.0000024336
508,bread,0.0000024235
509,fault,0.0000024184
510,lotus,0.0000024170
511,death,0.0000024165
512,waste,0.0000024070
513,slave,0.0000023976
514,rings,0.0000023893
515,harry,0.0000023815
516,movie,0.0000023697
517,chips,0.0000023623
518,slope,0.0000023461
519,heart,0.0000023450
520,aaron,0.0000023392
521,month,0.0000023388
522,birth,0.0000023386
523,built,0.0000023384
524,while,0.0000023129
525,surge,0.0000023088
526,ready,0.0000023020
527,crash,0.0000022856
528,baths,0.0000022786
529,early,0.0000022616
530,world,0.0000022598
531,delay,0.0000022263
532,randy,0.0000022258
533,baker,0.0000022237
534,wings,0.0000022226
535,teeth,0.0000022068
536,drops,0.0000022059
537,paper,0.0000022054
538,noise,0.0000022008
539,fever,0.0000021957
540,rover,0.0000021944
541,whole,0.0000021925
542,range,0.0000021866
543,donor,0.0000021800
544,spice,0.0000021780
545,choir,0.0000021740
546,moral,0.0000021666
547,whore,0.0000021598
548,badly,0.0000021469
549,found,0.0000021441
550,pound,0.0000021441
551,model,0.0000021411
552,blend,0.0000021256
553,worst,0.0000021233
554,trash,0.0000021163
555,purse,0.0000021139
556,kills,0.0000021097
557,first,0.0000021082
558,trial,0.0000020882
559,carlo,0.0000020800
560,prime,0.0000020780
561,plain,0.0000020725
562,ruled,0.0000020686
563,grand,0.0000020677
564,child,0.0000020673
565,autos,0.0000020590
566,voice,0.0000020540
567,start,0.0000020528
568,hotel,0.0000020516
569,maria,0.0000020510
570,steel,0.0000020467
571,brave,0.0000020406
572,field,0.0000020326
573,frost,0.0000020271
574,march,0.0000020111
575,aimed,0.0000020077
576,elite,0.0000020063
577,diana,0.0000019964
578,stand,0.0000019905
579,needs,0.0000019865
580,cheat,0.0000019857
581,merge,0.0000019828
582,bench,0.0000019747
583,packs,0.0000019590
584,donna,0.0000019409
585,flame,0.0000019370
586,guess,0.0000019300
587,truly,0.0000019185
588,basin,0.0000019098
589,clear,0.0000019013
590,heard,0.0000018997
591,weird,0.0000018978
592,build,0.0000018944
593,third,0.0000018856
594,taken,0.0000018829
595,relay,0.0000018771
596,years,0.0000018768
597,shark,0.0000018688
598,shell,0.0000018686
599,float,0.0000018645
600,women,0.0000018641
601,today,0.0000018588
602,camps,0.0000018559
603,latin,0.0000018552
604,perth,0.0000018514
605,liver,0.0000018490
606,holly,0.0000018479
607,noted,0.0000018415
608,scale,0.0000018359
609,funny,0.0000018300
610,where,0.0000018275
611,armed,0.0000018033
612,catch,0.0000017771
613,bytes,0.0000017738
614,total,0.0000017727
615,lived,0.0000017662
616,token,0.0000017476
617,euros,0.0000017459
618,prior,0.0000017426
619,pulse,0.0000017409
620,super,0.0000017360
621,oasis,0.0000017285
622,worth,0.0000017212
623,clara,0.0000017169
624,grain,0.0000017131
625,snake,0.0000017126
626,batch,0.0000017113
627,house,0.0000017056
628,their,0.0000017032
629,burke,0.0000017016
630,kinds,0.0000017003
631,rider,0.0000016989
632,maple,0.0000016954
633,malta,0.0000016890
634,filme,0.0000016871
635,cloth,0.0000016852
636,clean,0.0000016743
637,whose,0.0000016689
638,pilot,0.0000016681
639,alike,0.0000016662
640,paths,0.0000016652
641,locks,0.0000016587
642,henry,0.0000016489
643,jokes,0.0000016449
644,leave,0.0000016409
645,wanna,0.0000016402
646,minor,0.0000016381
647,bible,0.0000016368
648,piano,0.0000016282
649,round,0.0000016175
650,reach,0.0000016070
651,handy,0.0000016047
652,alert,0.0000016019
653,porno,0.0000016018
654,wheel,0.0000015987
655,milan,0.0000015946
656,atlas,0.0000015885
657,rhode,0.0000015830
658,crack,0.0000015822
659,wider,0.0000015803
660,shows,0.0000015800
661,joint,0.0000015787
662,burst,0.0000015760
663,towns,0.0000015750
664,drums,0.0000015708
665,frank,0.0000015707
666,maker,0.0000015680
667,voted,0.0000015653
668,story,0.0000015637
669,blood,0.0000015582
670,chest,0.0000015580
671,ranch,0.0000015539
672,safer,0.0000015517
673,blank,0.0000015511
674,final,0.0000015461
675,sucks,0.0000015421
676,river,0.0000015290
677,texts,0.0000015264
678,ellen,0.0000015259
679,swiss,0.0000015234
680,tribe,0.0000015190
681,notre,0.0000015130
682,poker,0.0000015083
683,korea,0.0000015082
684,sagem,0.0000015054
685,wound,0.0000015047
686,fiber,0.0000015013
687,haven,0.0000015009
688,wrist,0.0000015007
689,mario,0.0000014966
690,katie,0.0000014906
691,fruit,0.0000014886
692,racks,0.0000014778
693,heath,0.0000014689
694,track,0.0000014650
695,drill,0.0000014637
696,focus,0.0000014546
697,drugs,0.0000014544
698,label,0.0000014540
699,fatal,0.0000014516
700,spain,0.0000014513
701,wendy,0.0000014506
702,touch,0.0000014374
703,motor,0.0000014274
704,stage,0.0000014272
705,smile,0.0000014213
706,disks,0.0000014169
707,badge,0.0000014166
708,stops,0.0000014157
709,eagle,0.0000014115
710,china,0.0000014092
711,boxed,0.0000014082
712,trust,0.0000014069
713,sweet,0.0000014060
714,theme,0.0000014018
715,texas,0.0000013974
716,twins,0.0000013936
717,level,0.0000013753
718,rocks,0.0000013717
719,lucas,0.0000013680
720,draws,0.0000013526
721,devel,0.0000013488
722,clark,0.0000013457
723,earth,0.0000013445
724,scene,0.0000013442
725,spent,0.0000013427
726,greek,0.0000013403
727,mouth,0.0000013364
728,score,0.0000013272
729,sport,0.0000013257
730,honor,0.0000013251
731,singh,0.0000013250
732,thank,0.0000013210
733,great,0.0000013040
734,gonna,0.0000012940
735,fully,0.0000012933
736,sonic,0.0000012914
737,nancy,0.0000012883
738,condo,0.0000012814
739,would,0.0000012761
740,picks,0.0000012669
741,spray,0.0000012658
742,guide,0.0000012566
743,trout,0.0000012552
744,yards,0.0000012520
745,patch,0.0000012506
746,verse,0.0000012502
747,arena,0.0000012444
748,helps,0.0000012441
749,cedar,0.0000012382
750,annie,0.0000012323
751,match,0.0000012067
752,blink,0.0000012009
753,steps,0.0000011979
754,risks,0.0000011947
755,floor,0.0000011920
756,lamps,0.0000011914
757,marco,0.0000011805
758,brick,0.0000011796
759,fibre,0.0000011783
760,glory,0.0000011721
761,layer,0.0000011648
762,shock,0.0000011637
763,flash,0.0000011607
764,rouge,0.0000011597
765,costa,0.0000011544
766,begin,0.0000011469
767,tamil,0.0000011454
768,truth,0.0000011405
769,flood,0.0000011387
770,trick,0.0000011342
771,dicks,0.0000011335
772,cabin,0.0000011333
773,herbs,0.0000011330
774,ahead,0.0000011320
775,alloy,0.0000011222
776,simon,0.0000011103
777,bitch,0.0000011067
778,spoke,0.0000011060
779,verde,0.0000011031
780,black,0.0000010995
781,break,0.0000010982
782,delta,0.0000010973
783,split,0.0000010970
784,probe,0.0000010943
785,prove,0.0000010943
786,named,0.0000010893
787,drink,0.0000010880
788,spend,0.0000010877
789,jenny,0.0000010823
790,kenny,0.0000010823
791,samoa,0.0000010767
792,allan,0.0000010711
793,given,0.0000010646
794,hoped,0.0000010634
795,bacon,0.0000010544
796,fraud,0.0000010531
797,guard,0.0000010507
798,began,0.0000010499
799,david,0.0000010449
800,drive,0.0000010329
801,scary,0.0000010227
802,think,0.0000010227
803,laura,0.0000010179
804,login,0.0000010129
805,susan,0.0000010057
806,clubs,0.0000010002
807,fresh,0.0000009988
808,bunch,0.0000009958
809,tower,0.0000009923
810,gauge,0.0000009880
811,smart,0.0000009853
812,metal,0.0000009813
813,wheat,0.0000009806
814,drove,0.0000009791
815,sugar,0.0000009790
816,brook,0.0000009784
817,grill,0.0000009758
818,teddy,0.0000009714
819,yours,0.0000009624
820,elvis,0.0000009534
821,vegas,0.0000009502
822,bucks,0.0000009471
823,kings,0.0000009446
824,daddy,0.0000009428
825,still,0.0000009394
826,radar,0.0000009382
827,busty,0.0000009377
828,patio,0.0000009306
829,mason,0.0000009294
830,logan,0.0000009273
831,digit,0.0000009268
832,brief,0.0000009254
833,virus,0.0000009176
834,milfs,0.0000009168
835,liked,0.0000009158
836,jerry,0.0000009150
837,kerry,0.0000009150
838,casio,0.0000009076
839,stood,0.0000009061
840,valid,0.0000009030
841,grave,0.0000008895
842,click,0.0000008840
843,curve,0.0000008835
844,limit,0.0000008820
845,watch,0.0000008776
846,lodge,0.0000008765
847,pasta,0.0000008752
848,sleep,0.0000008721
849,fluid,0.0000008703
850,meyer,0.0000008632
851,sudan,0.0000008621
852,north,0.0000008606
853,dodge,0.0000008597
854,glenn,0.0000008542
855,brush,0.0000008520
856,favor,0.0000008438
857,rebel,0.0000008424
858,wayne,0.0000008417
859,clock,0.0000008379
860,clerk,0.0000008356
861,allah,0.0000008351
862,alive,0.0000008331
863,being,0.0000008305
864,craig,0.0000008301
865,guild,0.0000008258
866,jamie,0.0000008184
867,apart,0.0000008108
868,lanka,0.0000008097
869,pitch,0.0000008088
870,block,0.0000008069
871,flows,0.0000008006
872,trunk,0.0000008000
873,spank,0.0000007937
874,cloud,0.0000007925
875,niger,0.0000007902
876,linda,0.0000007855
877,error,0.0000007850
878,chick,0.0000007829
879,juice,0.0000007819
880,scott,0.0000007779
881,cargo,0.0000007761
882,ghost,0.0000007729
883,proud,0.0000007728
884,sheep,0.0000007724
885,civil,0.0000007714
886,never,0.0000007704
887,cache,0.0000007689
888,welsh,0.0000007685
889,kelly,0.0000007649
890,ghana,0.0000007640
891,power,0.0000007541
892,keeps,0.0000007504
893,elder,0.0000007426
894,nurse,0.0000007417
895,lewis,0.0000007408
896,focal,0.0000007397
897,steal,0.0000007310
898,punch,0.0000007277
899,plays,0.0000007273
900,thick,0.0000007250
901,mixer,0.0000007243
902,acids,0.0000007239
903,julie,0.0000007228
904,vault,0.0000007213
905,flesh,0.0000007208
906,tommy,0.0000007207
907,doing,0.0000007194
908,fixed,0.0000007171
909,roman,0.0000007157
910,manga,0.0000007137
911,congo,0.0000007119
912,skins,0.0000007079
913,gotta,0.0000007061
914,ratio,0.0000007021
915,novel,0.0000007007
916,funky,0.0000006949
917,shaft,0.0000006942
918,craft,0.0000006927
919,mixed,0.0000006919
920,value,0.0000006916
921,elect,0.0000006915
922,bring,0.0000006886
923,lower,0.0000006880
924,myers,0.0000006848
925,nasty,0.0000006806
926,aware,0.0000006764
927,local,0.0000006748
928,honda,0.0000006720
929,dicke,0.0000006709
930,woman,0.0000006658
931,lunch,0.0000006639
932,dryer,0.0000006636
933,spell,0.0000006631
934,grows,0.0000006618
935,grove,0.0000006528
936,claim,0.0000006489
937,rural,0.0000006448
938,tough,0.0000006417
939,tyler,0.0000006402
940,stack,0.0000006394
941,sized,0.0000006391
942,types,0.0000006354
943,check,0.0000006280
944,panic,0.0000006245
945,derby,0.0000006238
946,outer,0.0000006238
947,keith,0.0000006236
948,guest,0.0000006223
949,rapid,0.0000006200
950,buyer,0.0000006173
951,photo,0.0000006165
952,chief,0.0000006142
953,which,0.0000006133
954,drama,0.0000006128
955,modem,0.0000006051
956,smoke,0.0000006033
957,order,0.0000006032
958,noble,0.0000006023
959,emacs,0.0000005920
960,metro,0.0000005848
961,twice,0.0000005846
962,tulsa,0.0000005845
963,flour,0.0000005838
964,small,0.0000005824
965,venue,0.0000005814
966,zones,0.0000005806
967,wagon,0.0000005794
968,stays,0.0000005787
969,argue,0.0000005772
970,medal,0.0000005772
971,mpegs,0.0000005707
972,labor,0.0000005702
973,quiet,0.0000005701
974,fewer,0.0000005693
975,witch,0.0000005675
976,truck,0.0000005671
977,audit,0.0000005659
978,align,0.0000005650
979,latex,0.0000005642
980,study,0.0000005624
981,robin,0.0000005584
982,opens,0.0000005574
983,heavy,0.0000005532
984,decor,0.0000005485
985,legal,0.0000005457
986,kitty,0.0000005451
987,naked,0.0000005447
988,drunk,0.0000005440
989,realm,0.0000005434
990,cohen,0.0000005393
991,shift,0.0000005374
992,anime,0.0000005356
993,flyer,0.0000005352
994,charm,0.0000005343
995,steve,0.0000005317
996,devil,0.0000005262
997,reply,0.0000005252
998,anger,0.0000005213
999,robot,0.0000005160
1000,pixel,0.0000005154
1001,jesse,0.0000005148
1002,agree,0.0000005114
1003,cream,0.0000005112
1004,buddy,0.0000005094
1005,armor,0.0000005082
1006,media,0.0000005071
1007,ridge,0.0000005050
1008,stick,0.0000004950
1009,lemon,0.0000004925
1010,pussy,0.0000004922
1011,sword,0.0000004882
1012,going,0.0000004796
1013,laugh,0.0000004794
1014,smith,0.0000004778
1015,bingo,0.0000004776
1016,chevy,0.0000004756
1017,globe,0.0000004711
1018,calif,0.0000004706
1019,stock,0.0000004692
1020,dildo,0.0000004685
1021,yeast,0.0000004676
1022,adams,0.0000004675
1023,viral,0.0000004666
1024,devon,0.0000004658
1025,cisco,0.0000004629
1026,ralph,0.0000004625
1027,pumps,0.0000004614
1028,hello,0.0000004593
1029,units,0.0000004592
1030,rocky,0.0000004591
1031,macro,0.0000004583
1032,retro,0.0000004572
1033,sight,0.0000004551
1034,sharp,0.0000004511
1035,enter,0.0000004509
1036,doubt,0.0000004496
1037,flush,0.0000004493
1038,sixth,0.0000004480
1039,depot,0.0000004389
1040,draft,0.0000004361
1041,older,0.0000004353
1042,utils,0.0000004334
1043,nerve,0.0000004326
1044,valve,0.0000004322
1045,aside,0.0000004285
1046,alarm,0.0000004245
1047,width,0.0000004233
1048,thing,0.0000004232
1049,angle,0.0000004153
1050,radio,0.0000004130
1051,crowd,0.0000004118
1052,sigma,0.0000004111
1053,inner,0.0000004097
1054,jesus,0.0000004093
1055,quite,0.0000004082
1056,tumor,0.0000004068
1057,speak,0.0000004055
1058,scope,0.0000004022
1059,thong,0.0000004011
1060,dutch,0.0000003953
1061,serum,0.0000003941
1062,chuck,0.0000003915
1063,edges,0.0000003879
1064,begun,0.0000003877
1065,quote,0.0000003869
1066,klein,0.0000003838
1067,gifts,0.0000003832
1068,shown,0.0000003805
1069,crown,0.0000003797
1070,graph,0.0000003762
1071,depth,0.0000003703
1072,refer,0.0000003681
1073,rough,0.0000003679
1074,promo,0.0000003668
1075,brown,0.0000003656
1076,smell,0.0000003617
1077,visit,0.0000003604
1078,angel,0.0000003579
1079,lexus,0.0000003577
1080,basic,0.0000003561
1081,tahoe,0.0000003560
1082,irish,0.0000003495
1083,april,0.0000003481
1084,highs,0.0000003445
1085,along,0.0000003442
1086,asset,0.0000003442
1087,queen,0.0000003415
1088,dozen,0.0000003395
1089,style,0.0000003393
1090,icons,0.0000003382
1091,acute,0.0000003380
1092,wrong,0.0000003347
1093,mayor,0.0000003317
1094,samba,0.0000003296
1095,drawn,0.0000003257
1096,dream,0.0000003219
1097,saudi,0.0000003207
1098,crazy,0.0000003196
1099,bryan,0.0000003192
1100,villa,0.0000003186
1101,bloom,0.0000003165
1102,views,0.0000003117
1103,paxil,0.0000003109
1104,prize,0.0000003079
1105,renew,0.0000003077
1106,gnome,0.0000003028
1107,award,0.0000002986
1108,bobby,0.0000002974
1109,micro,0.0000002964
1110,disco,0.0000002915
1111,twist,0.0000002901
1112,sanyo,0.0000002886
1113,jason,0.0000002873
1114,diego,0.0000002863
1115,yield,0.0000002853
1116,shelf,0.0000002844
1117,syria,0.0000002836
1118,yemen,0.0000002814
1119,vital,0.0000002800
1120,evans,0.0000002784
1121,comic,0.0000002746
1122,italy,0.0000002725
1123,video,0.0000002707
1124,naval,0.0000002696
1125,tight,0.0000002688
1126,amend,0.0000002663
1127,scout,0.0000002629
1128,qatar,0.0000002596
1129,tampa,0.0000002595
1130,kinda,0.0000002568
1131,theft,0.0000002546
1132,ended,0.0000002533
1133,asian,0.0000002518
1134,sparc,0.0000002515
1135,inter,0.0000002488
1136,olive,0.0000002485
1137,storm,0.0000002479
1138,stuck,0.0000002475
1139,haiti,0.0000002470
1140,vsnet,0.0000002464
1141,mardi,0.0000002459
1142,karma,0.0000002411
1143,joyce,0.0000002354
1144,forum,0.0000002343
